	go	ontology	name	genes	transcripts	proteins	total	total_CPM
11449	GO:0072673	biological_process	lamellipodium morphogenesis	7	7	6	7	26
11450	GO:0015043	molecular_function	leghemoglobin reductase activity	7	8	2	8	29
11451	GO:0050901	biological_process	leukocyte tethering or rolling	7	7	7	7	26
11452	GO:0103068	molecular_function	leukotriene C4 gamma-glutamyl transferase activity	7	9	9	9	33
11453	GO:0010493	biological_process	Lewis a epitope biosynthetic process	7	8	8	8	29
11454	GO:0033751	molecular_function	linoleate 8R-lipoxygenase	7	8	8	8	29
11455	GO:0052878	molecular_function	linoleate 8R-lipoxygenase activity	7	8	8	8	29
11456	GO:1901373	biological_process	lipid hydroperoxide transport	7	7	5	7	26
11457	GO:0042577	molecular_function	lipid phosphatase activity	7	7	5	7	26
11458	GO:0050059	molecular_function	lombricine kinase activity	7	7	4	7	26
11459	GO:2001311	biological_process	lysobisphosphatidic acid metabolic process	7	7	7	7	26
11460	GO:0010074	biological_process	maintenance of meristem identity	7	7	6	7	26
11461	GO:0052589	molecular_function	malate dehydrogenase (menaquinone) activity	7	9	5	9	33
11462	GO:0008924	molecular_function	malate dehydrogenase (quinone) activity	7	9	5	9	33
11463	GO:0002176	biological_process	male germ cell proliferation	7	7	7	7	26
11464	GO:0060749	biological_process	mammary gland alveolus development	7	8	6	8	29
11465	GO:0030879	biological_process	mammary gland development	7	7	5	7	26
11466	GO:0008496	molecular_function	mannan endo-1,6-alpha-mannosidase activity	7	8	8	8	29
11467	GO:1990315	cellular_component	Mcs4 RR-MAPKKK complex	7	7	4	7	26
11468	GO:0036033	molecular_function	mediator complex binding	7	7	2	7	26
11469	GO:0000711	biological_process	meiotic DNA repair synthesis	7	7	6	7	26
11470	GO:0051229	biological_process	meiotic spindle disassembly	7	7	1	7	26
11471	GO:0090619	cellular_component	meiotic spindle pole	7	7	3	7	26
11472	GO:0035006	biological_process	melanization defense response	7	7	7	7	26
11473	GO:0098914	biological_process	membrane repolarization during atrial cardiac muscle cell action potential	7	8	8	8	29
11474	GO:0072233	biological_process	metanephric thick ascending limb development	7	7	6	7	26
11475	GO:0004490	molecular_function	methylglutaconyl-CoA hydratase activity	7	7	5	7	26
11476	GO:0050100	molecular_function	methylitaconate delta-isomerase activity	7	8	5	8	29
11477	GO:0034708	cellular_component	methyltransferase complex	7	7	6	7	26
11478	GO:0002282	biological_process	microglial cell activation involved in immune response	7	7	5	7	26
11479	GO:0090176	biological_process	microtubule cytoskeleton organization involved in establishment of planar polarity	7	7	5	7	26
11480	GO:0075521	biological_process	microtubule-dependent intracellular transport of viral material towards nucleus	7	7	5	7	26
11481	GO:0045025	cellular_component	mitochondrial degradosome	7	7	4	7	26
11482	GO:0000965	biological_process	mitochondrial RNA 3-end processing	7	7	4	7	26
2650	GO:0044819	biological_process	mitotic G1/S transition checkpoint	7	8	4	8	29
2651	GO:0140014	biological_process	mitotic nuclear division	7	7	6	7	26
2652	GO:0008781	molecular_function	N-acylneuraminate cytidylyltransferase activity	7	11	9	11	40
2653	GO:0042736	molecular_function	NADH kinase activity	7	7	3	7	26
2654	GO:0061037	biological_process	negative regulation of cartilage development	7	10	10	10	37
2655	GO:2001271	biological_process	negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	7	7	5	7	26
2656	GO:0061000	biological_process	negative regulation of dendritic spine development	7	8	7	8	29
2657	GO:1902596	biological_process	negative regulation of DNA replication origin binding	7	7	5	7	26
2658	GO:0033602	biological_process	negative regulation of dopamine secretion	7	8	8	8	29
2659	GO:0051097	biological_process	negative regulation of helicase activity	7	7	2	7	26
2660	GO:0010730	biological_process	negative regulation of hydrogen peroxide biosynthetic process	7	8	8	8	29
2661	GO:0010593	biological_process	negative regulation of lamellipodium assembly	7	7	4	7	26
2662	GO:1990423	cellular_component	RZZ complex	7	7	7	7	26
2663	GO:0046541	biological_process	saliva secretion	7	8	7	8	29
2664	GO:0080117	biological_process	secondary growth	7	7	4	7	26
2665	GO:0062009	biological_process	secondary palate development	7	10	6	10	37
2666	GO:0009551	cellular_component	secondary plasmodesma	7	7	5	7	26
2667	GO:0043935	biological_process	sexual sporulation resulting in formation of a cellular spore	7	11	8	11	40
2668	GO:0097218	cellular_component	sieve plate	7	7	5	7	26
2669	GO:0007172	biological_process	signal complex assembly	7	8	8	8	29
2670	GO:0014732	biological_process	skeletal muscle atrophy	7	9	6	9	33
2671	GO:0046511	biological_process	sphinganine biosynthetic process	7	10	10	10	37
2672	GO:0035376	biological_process	sterol import	7	7	3	7	26
2673	GO:0005469	molecular_function	succinate:fumarate antiporter activity	7	7	5	7	26
2674	GO:0009745	biological_process	sucrose mediated signaling	7	7	4	7	26
2675	GO:0061593	molecular_function	sulfoquinovose isomerase activity	7	7	5	7	26
2676	GO:0019417	biological_process	sulfur oxidation	7	7	7	7	26
2677	GO:0032184	molecular_function	SUMO polymer binding	7	7	5	7	26
2678	GO:0070044	cellular_component	synaptobrevin 2-SNAP-25-syntaxin-1a complex	7	7	6	7	26
2679	GO:1902981	biological_process	synthesis of RNA primer involved in mitotic DNA replication	7	7	6	7	26
2680	GO:0007362	biological_process	terminal region determination	7	7	7	7	26
2681	GO:0050334	molecular_function	thiaminase activity	7	7	6	7	26
2682	GO:0050342	molecular_function	tocopherol O-methyltransferase activity	7	9	6	9	33
2683	GO:0005068	molecular_function	transmembrane receptor protein tyrosine kinase adaptor activity	7	8	8	8	29
2684	GO:0050354	molecular_function	triokinase activity	7	9	9	9	33
2685	GO:0008193	molecular_function	tRNA guanylyltransferase activity	7	9	8	9	33
2686	GO:0000214	cellular_component	tRNA-intron endonuclease complex	7	7	5	7	26
2687	GO:0071021	cellular_component	U2-type post-spliceosomal complex	7	13	12	13	48
2688	GO:0097466	biological_process	ubiquitin-dependent glycoprotein ERAD pathway	7	7	6	7	26
2689	GO:0006222	biological_process	UMP biosynthetic process	7	7	4	7	26
2690	GO:0015505	molecular_function	uracil:cation symporter activity	7	8	8	8	29
2691	GO:0006218	biological_process	uridine catabolic process	7	7	6	7	26
2692	GO:0014829	biological_process	vascular smooth muscle contraction	7	7	6	7	26
2693	GO:0055015	biological_process	ventricular cardiac muscle cell development	7	11	10	11	40
2694	GO:0006903	biological_process	vesicle targeting	7	7	4	7	26
2695	GO:0046422	molecular_function	violaxanthin de-epoxidase activity	7	10	10	10	37
2696	GO:0047057	molecular_function	vitamin-K-epoxide reductase (warfarin-sensitive) activity	7	8	8	8	29
2697	GO:0038018	biological_process	Wnt receptor catabolic process	7	7	4	7	26
2698	GO:0045186	biological_process	zonula adherens assembly	7	7	5	7	26
2699	GO:0047298	molecular_function	(S)-3-amino-2-methylpropionate transaminase activity	6	6	2	6	22
2700	GO:0043334	molecular_function	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	6	7	6	7	26
2701	GO:0008679	molecular_function	2-hydroxy-3-oxopropionate reductase activity	6	7	6	7	26
2702	GO:0080023	molecular_function	3R-hydroxyacyl-CoA dehydratase activity	6	8	8	8	29
2703	GO:0080065	biological_process	4-alpha-methyl-delta7-sterol oxidation	6	6	6	6	22
2704	GO:0044572	biological_process	[4Fe-4S] cluster assembly	6	6	4	6	22
2705	GO:0080168	biological_process	abscisic acid transport	6	6	5	6	22
2706	GO:0008774	molecular_function	acetaldehyde dehydrogenase (acetylating) activity	6	7	7	7	26
2707	GO:0019413	biological_process	acetate biosynthetic process	6	6	4	6	22
2708	GO:0051519	biological_process	activation of bipolar cell growth	6	6	5	6	22
2709	GO:0000140	molecular_function	acylglycerone-phosphate reductase activity	6	7	7	7	26
2710	GO:0000754	biological_process	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion	6	6	5	6	22
2711	GO:0002055	molecular_function	adenine binding	6	7	6	7	26
2712	GO:0043530	molecular_function	adenosine 5-monophosphoramidase activity	6	11	11	11	40
11850	GO:0080042	molecular_function	ADP-glucose pyrophosphohydrolase activity	6	6	5	6	22
11851	GO:0097171	biological_process	ADP-L-glycero-beta-D-manno-heptose biosynthetic process	6	8	8	8	29
11852	GO:0140293	molecular_function	ADP-ribosylglutamate hydrolase activity	6	6	5	6	22
11853	GO:0008343	biological_process	adult feeding behavior	6	6	2	6	22
11854	GO:0001315	biological_process	age-dependent response to reactive oxygen species	6	9	7	9	33
11855	GO:0000286	molecular_function	alanine dehydrogenase activity	6	8	4	8	29
11856	GO:0006522	biological_process	alanine metabolic process	6	6	2	6	22
11857	GO:0102965	molecular_function	alcohol-forming fatty acyl-CoA reductase activity	6	6	6	6	22
11858	GO:1990465	molecular_function	aldehyde oxygenase (deformylating) activity	6	6	5	6	22
11859	GO:0043447	biological_process	alkane biosynthetic process	6	6	6	6	22
11860	GO:0005274	molecular_function	allantoin:proton symporter activity	6	7	7	7	26
11861	GO:0008454	molecular_function	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	6	6	3	6	22
11862	GO:0047253	molecular_function	alpha-1,6-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	6	6	2	6	22
11863	GO:0046632	biological_process	alpha-beta T cell differentiation	6	6	1	6	22
11864	GO:0097272	biological_process	ammonia homeostasis	6	7	6	7	26
11865	GO:0047044	molecular_function	androstan-3-alpha,17-beta-diol dehydrogenase activity	6	6	6	6	22
11866	GO:0047023	molecular_function	androsterone dehydrogenase activity	6	6	5	6	22
11867	GO:0048513	biological_process	animal organ development	6	6	4	6	22
11868	GO:0098656	biological_process	anion transmembrane transport	6	6	4	6	22
11869	GO:0019883	biological_process	antigen processing and presentation of endogenous antigen	6	10	9	10	37
11870	GO:0048002	biological_process	antigen processing and presentation of peptide antigen	6	6	4	6	22
11871	GO:0042868	biological_process	antisense RNA metabolic process	6	7	5	7	26
11872	GO:0030119	cellular_component	AP-type membrane coat adaptor complex	6	6	6	6	22
11873	GO:0106037	cellular_component	apicomedial cortex	6	6	4	6	22
11874	GO:0051161	biological_process	arabitol metabolic process	6	6	5	6	22
11875	GO:0036377	biological_process	arbuscular mycorrhizal association	6	6	4	6	22
11876	GO:0019438	biological_process	aromatic compound biosynthetic process	6	6	4	6	22
11877	GO:0004062	molecular_function	aryl sulfotransferase activity	6	6	6	6	22
11878	GO:0004068	molecular_function	aspartate 1-decarboxylase activity	6	6	6	6	22
11879	GO:0070335	molecular_function	aspartate binding	6	11	9	11	40
11880	GO:0004071	molecular_function	aspartate-ammonia ligase activity	6	6	1	6	22
11881	GO:0097450	cellular_component	astrocyte end-foot	6	6	5	6	22
11882	GO:0051736	molecular_function	ATP-dependent polyribonucleotide 5-hydroxyl-kinase activity	6	6	4	6	22
2713	GO:0015424	molecular_function	ATPase-coupled amino acid transmembrane transporter activity	6	7	5	7	26
2714	GO:0036302	biological_process	atrioventricular canal development	6	9	6	9	33
2715	GO:0034423	cellular_component	autophagosome lumen	6	6	4	6	22
2716	GO:0016198	biological_process	axon choice point recognition	6	7	3	7	26
2717	GO:0097510	biological_process	base-excision repair, AP site formation via deaminated base removal	6	8	7	8	29
2718	GO:0003681	molecular_function	bent DNA binding	6	7	5	7	26
2719	GO:0003834	molecular_function	beta-carotene 15,15-monooxygenase activity	6	8	8	8	29
11895	GO:0008800	molecular_function	beta-lactamase activity	6	8	6	8	29
11896	GO:0003831	molecular_function	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	6	6	5	6	22
11897	GO:0008801	molecular_function	beta-phosphoglucomutase activity	6	6	2	6	22
11898	GO:0062064	molecular_function	box C/D snoRNP complex binding	6	6	6	6	22
11899	GO:0033979	biological_process	box H/ACA snoRNA metabolic process	6	6	6	6	22
11900	GO:0062065	molecular_function	box H/ACA snoRNP complex binding	6	6	6	6	22
11901	GO:0046870	molecular_function	cadmium ion binding	6	7	6	7	26
11902	GO:1903515	biological_process	calcium ion transport from cytosol to endoplasmic reticulum	6	9	8	9	33
11903	GO:0045014	biological_process	carbon catabolite repression of transcription by glucose	6	6	3	6	22
11904	GO:0018885	biological_process	carbon tetrachloride metabolic process	6	6	5	6	22
11905	GO:0016838	molecular_function	carbon-oxygen lyase activity, acting on phosphates	6	27	23	27	99
11906	GO:1990584	cellular_component	cardiac Troponin complex	6	6	6	6	22
11907	GO:0016116	biological_process	carotenoid metabolic process	6	8	8	8	29
11908	GO:0060351	biological_process	cartilage development involved in endochondral bone morphogenesis	6	6	4	6	22
11909	GO:0018459	molecular_function	carveol dehydrogenase activity	6	7	3	7	26
11910	GO:0042423	biological_process	catecholamine biosynthetic process	6	6	4	6	22
11911	GO:0016342	cellular_component	catenin complex	6	6	5	6	22
11912	GO:0010644	biological_process	cell communication by electrical coupling	6	6	6	6	22
11913	GO:0003305	biological_process	cell migration involved in heart jogging	6	10	10	10	37
11914	GO:0043187	cellular_component	cell septum surface	6	6	3	6	22
11915	GO:0042401	biological_process	cellular biogenic amine biosynthetic process	6	8	8	8	29
11916	GO:0051641	biological_process	cellular localization	6	6	6	6	22
11917	GO:0060154	biological_process	cellular process regulating host cell cycle in response to virus	6	7	6	7	26
11918	GO:1905243	biological_process	cellular response to 3,3,5-triiodo-L-thyronine	6	6	3	6	22
2720	GO:0071469	biological_process	cellular response to alkaline pH	6	6	2	6	22
2721	GO:0071465	biological_process	cellular response to desiccation	6	6	3	6	22
2722	GO:1905430	biological_process	cellular response to glycine	6	7	6	7	26
2723	GO:0071366	biological_process	cellular response to indolebutyric acid stimulus	6	6	6	6	22
2724	GO:0071499	biological_process	cellular response to laminar fluid shear stress	6	6	5	6	22
2725	GO:0071226	biological_process	cellular response to molecule of fungal origin	6	6	6	6	22
2726	GO:1902075	biological_process	cellular response to salt	6	6	4	6	22
2727	GO:0070219	biological_process	cellular sulfide ion homeostasis	6	6	3	6	22
2728	GO:0015994	biological_process	chlorophyll metabolic process	6	6	5	6	22
2729	GO:0034256	molecular_function	chlorophyll(ide) b reductase activity	6	6	2	6	22
2730	GO:0010368	cellular_component	chloroplast isoamylase complex	6	7	4	7	26
2731	GO:1990705	biological_process	cholangiocyte proliferation	6	6	6	6	22
2732	GO:0033489	biological_process	cholesterol biosynthetic process via desmosterol	6	7	7	7	26
2733	GO:0009800	biological_process	cinnamic acid biosynthetic process	6	12	11	12	44
2734	GO:0071913	molecular_function	citrate secondary active transmembrane transporter activity	6	17	11	17	62
2735	GO:0038063	biological_process	collagen-activated tyrosine kinase receptor signaling pathway	6	6	6	6	22
2736	GO:0002066	biological_process	columnar/cuboidal epithelial cell development	6	6	2	6	22
2737	GO:1903754	cellular_component	cortical microtubule plus-end	6	6	6	6	22
2738	GO:0051458	biological_process	corticotropin secretion	6	6	6	6	22
