go	ontology	name	genes_day	transcripts_day	proteins_day	total_day	total_day_CPM	genes_night	transcripts_night	proteins_night	total_night	total_night_CPM
GO:0004043	molecular_function	L-aminoadipate-semialdehyde dehydrogenase activity	15	15	8	15	17	10	10	5	10	15
GO:0006323	biological_process	DNA packaging	15	18	8	18	20	10	10	3	10	15
GO:0009864	biological_process	induced systemic resistance, jasmonic acid mediated signaling pathway	15	16	10	16	18	10	10	8	10	15
GO:0052903	molecular_function	N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	15	15	13	15	17	9	10	6	10	15
GO:0097728	cellular_component	9+0 motile cilium	15	16	9	16	18	9	10	1	10	15
GO:0001953	biological_process	negative regulation of cell-matrix adhesion	14	14	12	14	16	8	10	9	10	15
GO:0003011	biological_process	involuntary skeletal muscle contraction	14	15	8	15	17	10	10	9	10	15
GO:0004865	molecular_function	protein serine/threonine phosphatase inhibitor activity	14	14	5	14	16	9	10	5	10	15
GO:0010099	biological_process	regulation of photomorphogenesis	14	15	9	15	17	8	10	7	10	15
GO:0010148	biological_process	transpiration	14	19	13	19	21	9	10	7	10	15
GO:0016672	molecular_function	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor	14	16	9	16	18	9	10	7	10	15
GO:0016832	molecular_function	aldehyde-lyase activity	14	17	11	17	19	9	10	6	10	15
GO:0016936	molecular_function	galactoside binding	14	15	10	15	17	10	10	7	10	15
GO:0021986	biological_process	habenula development	14	17	9	17	19	10	10	7	10	15
GO:0030540	biological_process	female genitalia development	14	17	10	17	19	10	10	7	10	15
GO:0031099	biological_process	regeneration	14	16	13	16	18	8	10	10	10	15
GO:0042824	cellular_component	MHC class I peptide loading complex	14	16	11	16	18	9	10	7	10	15
GO:0043529	cellular_component	GET complex	14	14	9	14	16	10	10	6	10	15
GO:0051729	biological_process	germline cell cycle switching, mitotic to meiotic cell cycle	14	15	10	15	17	10	10	6	10	15
GO:0061617	cellular_component	MICOS complex	14	14	8	14	16	8	10	7	10	15
GO:0001657	biological_process	ureteric bud development	12	12	7	12	13	9	10	5	10	15
GO:0003839	molecular_function	gamma-glutamylcyclotransferase activity	12	13	12	13	15	10	10	5	10	15
GO:0004395	molecular_function	hexaprenyldihydroxybenzoate methyltransferase activity	12	12	10	12	13	10	10	6	10	15
GO:0048557	biological_process	embryonic digestive tract morphogenesis	12	15	10	15	17	10	10	10	10	15
GO:0051567	biological_process	histone H3-K9 methylation	12	12	4	12	13	10	10	4	10	15
GO:0061509	biological_process	asymmetric protein localization to old mitotic spindle pole body	12	12	6	12	13	7	10	4	10	15
GO:1903830	biological_process	magnesium ion transmembrane transport	12	18	15	18	20	9	10	7	10	15
GO:1990435	cellular_component	upper tip-link density	12	12	5	12	13	7	10	9	10	15
GO:0004636	molecular_function	phosphoribosyl-ATP diphosphatase activity	11	13	9	13	15	8	10	9	10	15
GO:0007552	biological_process	metamorphosis	11	13	10	13	15	10	10	8	10	15
GO:0010492	biological_process	maintenance of shoot apical meristem identity	11	14	13	14	16	10	10	6	10	15
GO:0015808	biological_process	L-alanine transport	11	15	13	15	17	10	10	8	10	15
GO:0016056	biological_process	rhodopsin mediated signaling pathway	11	15	14	15	17	9	10	7	10	15
GO:0016429	molecular_function	tRNA (adenine-N1-)-methyltransferase activity	11	11	8	11	12	9	10	7	10	15
GO:0021692	biological_process	cerebellar Purkinje cell layer morphogenesis	11	11	10	11	12	8	10	5	10	15
GO:0030691	cellular_component	Noc2p-Noc3p complex	11	11	9	11	12	9	10	8	10	15
GO:0043892	molecular_function	methylglyoxal reductase (NADPH-dependent) activity	11	15	10	15	17	10	10	5	10	15
GO:0044117	biological_process	growth of symbiont in host	11	12	9	12	13	10	10	9	10	15
GO:0097155	biological_process	fasciculation of sensory neuron axon	11	12	11	12	13	10	10	8	10	15
GO:0120106	cellular_component	actomyosin contractile ring, distal actin filament layer	11	11	9	11	12	9	10	6	10	15
GO:1900242	biological_process	regulation of synaptic vesicle endocytosis	11	11	8	11	12	9	10	8	10	15
GO:0007202	biological_process	activation of phospholipase C activity	10	10	9	10	11	8	10	9	10	15
GO:0016048	biological_process	detection of temperature stimulus	10	11	9	11	12	10	10	10	10	15
GO:0018192	biological_process	enzyme active site formation via cysteine modification to L-cysteine persulfide	10	10	5	10	11	10	10	6	10	15
GO:0035539	molecular_function	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity	10	11	8	11	12	9	10	9	10	15
GO:0043426	molecular_function	MRF binding	10	11	8	11	12	10	10	9	10	15
GO:0044665	cellular_component	MLL1/2 complex	10	11	10	11	12	9	10	9	10	15
GO:0000806	cellular_component	Y chromosome	9	13	13	13	15	9	10	10	10	15
GO:0003948	molecular_function	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	9	10	9	10	11	10	10	10	10	15
GO:0010375	biological_process	stomatal complex patterning	9	11	9	11	12	8	10	9	10	15
GO:0014016	biological_process	neuroblast differentiation	9	15	14	15	17	9	10	10	10	15
GO:0018117	biological_process	protein adenylylation	9	10	5	10	11	9	10	5	10	15
GO:0031947	biological_process	negative regulation of glucocorticoid biosynthetic process	9	14	11	14	16	9	10	7	10	15
GO:0039689	biological_process	negative stranded viral RNA replication	9	13	12	13	15	9	10	8	10	15
GO:0044545	cellular_component	NSL complex	9	9	7	9	10	9	10	10	10	15
GO:0070733	molecular_function	protein adenylyltransferase activity	9	10	5	10	11	9	10	5	10	15
GO:0001655	biological_process	urogenital system development	8	11	8	11	12	7	10	10	10	15
GO:0003914	molecular_function	DNA (6-4) photolyase activity	8	9	6	9	10	10	10	7	10	15
GO:0008274	cellular_component	gamma-tubulin ring complex	8	11	7	11	12	8	10	5	10	15
GO:0010192	biological_process	mucilage biosynthetic process	8	11	9	11	12	9	10	7	10	15
GO:0015707	biological_process	nitrite transport	8	8	2	8	9	9	10	7	10	15
GO:0018076	biological_process	N-terminal peptidyl-lysine acetylation	8	8	7	8	9	10	10	9	10	15
GO:0019158	molecular_function	mannokinase activity	8	8	4	8	9	8	10	7	10	15
GO:0030713	biological_process	ovarian follicle cell stalk formation	8	8	7	8	9	9	10	6	10	15
GO:0048644	biological_process	muscle organ morphogenesis	8	9	7	9	10	9	10	7	10	15
GO:0052720	molecular_function	class II DNA-(apurinic or apyrimidinic site) endonuclease activity	8	9	9	9	10	8	10	6	10	15
GO:1900442	biological_process	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	8	13	12	13	15	9	10	9	10	15
GO:2000601	biological_process	positive regulation of Arp2/3 complex-mediated actin nucleation	8	9	6	9	10	9	10	9	10	15
GO:0002543	biological_process	activation of blood coagulation via clotting cascade	7	7	4	7	8	9	10	7	10	15
GO:0006760	biological_process	folic acid-containing compound metabolic process	7	8	6	8	9	10	10	9	10	15
GO:0016256	biological_process	N-glycan processing to lysosome	7	7	5	7	8	10	10	6	10	15
GO:0016556	biological_process	mRNA modification	7	9	8	9	10	10	10	5	10	15
GO:0019391	biological_process	glucuronoside catabolic process	7	10	10	10	11	10	10	10	10	15
GO:0031507	biological_process	heterochromatin assembly	7	7	6	7	8	10	10	4	10	15
GO:0035497	molecular_function	cAMP response element binding	7	9	9	9	10	8	10	10	10	15
GO:0036369	biological_process	transcription factor catabolic process	7	7	5	7	8	10	10	7	10	15
GO:0043906	molecular_function	Ala-tRNA(Pro) hydrolase activity	7	7	7	7	8	8	10	8	10	15
GO:0048484	biological_process	enteric nervous system development	7	8	5	8	9	10	10	9	10	15
GO:1902990	biological_process	mitotic telomere maintenance via semi-conservative replication	7	9	7	9	10	9	10	6	10	15
GO:0004569	molecular_function	glycoprotein endo-alpha-1,2-mannosidase activity	6	6	4	6	7	10	10	8	10	15
GO:0010836	biological_process	negative regulation of protein ADP-ribosylation	6	9	7	9	10	9	10	7	10	15
GO:0032717	biological_process	negative regulation of interleukin-8 production	6	6	5	6	7	9	10	6	10	15
GO:0035173	molecular_function	histone kinase activity	6	10	10	10	11	10	10	5	10	15
GO:0045548	molecular_function	phenylalanine ammonia-lyase activity	6	12	11	12	13	4	10	7	10	15
GO:0048140	biological_process	male germ-line cyst encapsulation	6	6	3	6	7	10	10	9	10	15
GO:0048664	biological_process	neuron fate determination	6	6	6	6	7	9	10	7	10	15
GO:0070097	molecular_function	delta-catenin binding	6	6	6	6	7	10	10	10	10	15
GO:0072220	biological_process	metanephric descending thin limb development	6	6	6	6	7	4	10	10	10	15
GO:0072230	biological_process	metanephric proximal straight tubule development	6	6	6	6	7	4	10	10	10	15
GO:0072232	biological_process	metanephric proximal convoluted tubule segment 2 development	6	6	6	6	7	4	10	10	10	15
GO:0072239	biological_process	metanephric glomerulus vasculature development	6	6	6	6	7	4	10	10	10	15
GO:0097371	molecular_function	MDM2/MDM4 family protein binding	6	9	8	9	10	8	10	8	10	15
GO:1901856	biological_process	negative regulation of cellular respiration	6	11	9	11	12	9	10	6	10	15
GO:1902187	biological_process	negative regulation of viral release from host cell	6	8	8	8	9	9	10	5	10	15
GO:1903348	biological_process	positive regulation of bicellular tight junction assembly	6	7	6	7	8	9	10	10	10	15
GO:1904778	biological_process	positive regulation of protein localization to cell cortex	6	10	10	10	11	8	10	10	10	15
GO:0052884	molecular_function	all-trans-retinyl-palmitate hydrolase, 11-cis retinol forming activity	4	7	7	7	8	6	10	10	10	15
GO:0052885	molecular_function	all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity	4	7	7	7	8	6	10	10	10	15
GO:0010321	biological_process	regulation of vegetative phase change	1	1	1	1	1	9	10	6	10	15
GO:0034612	biological_process	response to tumor necrosis factor	28	29	22	29	32	8	9	8	9	14
GO:0014904	biological_process	myotube cell development	19	20	18	20	22	9	9	7	9	14
GO:0043403	biological_process	skeletal muscle tissue regeneration	19	19	11	19	21	8	9	6	9	14
GO:1903459	biological_process	mitotic DNA replication lagging strand elongation	19	19	7	19	21	9	9	4	9	14
GO:0007250	biological_process	activation of NF-kappaB-inducing kinase activity	18	18	12	18	20	8	9	7	9	14
GO:0002018	biological_process	renin-angiotensin regulation of aldosterone production	17	20	16	20	22	8	9	8	9	14
GO:0002830	biological_process	positive regulation of type 2 immune response	17	18	15	18	20	8	9	8	9	14
GO:0009554	biological_process	megasporogenesis	16	18	6	18	20	9	9	6	9	14
GO:0015276	molecular_function	ligand-gated ion channel activity	16	18	17	18	20	9	9	9	9	14
GO:0090149	biological_process	mitochondrial membrane fission	16	16	9	16	18	9	9	7	9	14
GO:0006480	biological_process	N-terminal protein amino acid methylation	15	16	12	16	18	9	9	7	9	14
GO:0007114	biological_process	cell budding	15	19	15	19	21	8	9	7	9	14
GO:0016843	molecular_function	amine-lyase activity	15	19	12	19	21	4	9	9	9	14
GO:0032036	molecular_function	myosin heavy chain binding	15	15	10	15	17	9	9	9	9	14
GO:0035658	cellular_component	Mon1-Ccz1 complex	15	20	15	20	22	9	9	9	9	14
GO:0046467	biological_process	membrane lipid biosynthetic process	15	18	11	18	20	9	9	9	9	14
GO:0048359	biological_process	mucilage metabolic process involved in seed coat development	15	15	9	15	17	9	9	2	9	14
GO:0052594	molecular_function	aminoacetone:oxygen oxidoreductase(deaminating) activity	15	18	12	18	20	9	9	5	9	14
GO:0052595	molecular_function	aliphatic-amine oxidase activity	15	18	12	18	20	9	9	5	9	14
GO:0052596	molecular_function	phenethylamine:oxygen oxidoreductase (deaminating) activity	15	18	12	18	20	9	9	5	9	14
GO:0052855	molecular_function	ADP-dependent NAD(P)H-hydrate dehydratase activity	15	15	9	15	17	9	9	4	9	14
GO:1902883	biological_process	negative regulation of response to oxidative stress	15	15	10	15	17	9	9	7	9	14
GO:0002526	biological_process	acute inflammatory response	14	16	11	16	18	8	9	8	9	14
GO:0006214	biological_process	thymidine catabolic process	14	16	4	16	18	9	9	5	9	14
GO:0010460	biological_process	positive regulation of heart rate	14	16	14	16	18	8	9	7	9	14
GO:0016318	biological_process	ommatidial rotation	14	14	7	14	16	9	9	8	9	14
GO:0019872	biological_process	streptomycin biosynthetic process	14	15	10	15	17	9	9	9	9	14
GO:0034316	biological_process	negative regulation of Arp2/3 complex-mediated actin nucleation	14	15	13	15	17	9	9	5	9	14
GO:0035265	biological_process	organ growth	14	14	7	14	16	9	9	7	9	14
GO:0045662	biological_process	negative regulation of myoblast differentiation	14	18	15	18	20	9	9	7	9	14
GO:0047102	molecular_function	aminomuconate-semialdehyde dehydrogenase activity	14	14	10	14	16	8	9	8	9	14
GO:0047453	molecular_function	ATP-dependent NAD(P)H-hydrate dehydratase activity	14	14	9	14	16	9	9	4	9	14
GO:0050871	biological_process	positive regulation of B cell activation	14	15	13	15	17	9	9	6	9	14
GO:0051261	biological_process	protein depolymerization	14	16	13	16	18	8	9	7	9	14
GO:0051775	biological_process	response to redox state	14	14	9	14	16	9	9	4	9	14
GO:0090541	molecular_function	MIT domain binding	14	17	12	17	19	9	9	5	9	14
GO:0097006	biological_process	regulation of plasma lipoprotein particle levels	14	18	14	18	20	9	9	8	9	14
GO:0098735	biological_process	positive regulation of the force of heart contraction	14	14	10	14	16	9	9	5	9	14
GO:1901898	biological_process	negative regulation of relaxation of cardiac muscle	14	21	21	21	24	8	9	8	9	14
GO:1902038	biological_process	positive regulation of hematopoietic stem cell differentiation	14	14	11	14	16	9	9	9	9	14
GO:1902686	biological_process	mitochondrial outer membrane permeabilization involved in programmed cell death	14	17	7	17	19	8	9	5	9	14
GO:1902742	biological_process	apoptotic process involved in development	14	14	8	14	16	8	9	8	9	14
GO:1990000	biological_process	amyloid fibril formation	14	14	9	14	16	8	9	6	9	14
GO:0042781	molecular_function	3-tRNA processing endoribonuclease activity	12	13	3	13	15	9	9	7	9	14
GO:0033095	cellular_component	aleurone grain	12	13	9	13	15	9	9	7	9	14
GO:0052718	cellular_component	tRNA-specific adenosine-34 deaminase complex	12	12	9	12	13	8	9	7	9	14
GO:0001834	biological_process	trophectodermal cell proliferation	11	11	6	11	12	8	9	8	9	14
GO:0001966	biological_process	thigmotaxis	11	13	11	13	15	9	9	7	9	14
GO:0010731	biological_process	protein glutathionylation	11	13	8	13	15	9	9	8	9	14
GO:0019511	biological_process	peptidyl-proline hydroxylation	11	12	9	12	13	9	9	6	9	14
GO:0019866	cellular_component	organelle inner membrane	11	14	13	14	16	9	9	7	9	14
GO:0032287	biological_process	peripheral nervous system myelin maintenance	11	13	12	13	15	8	9	8	9	14
GO:0034051	biological_process	negative regulation of plant-type hypersensitive response	11	17	11	17	19	9	9	5	9	14
GO:0035511	biological_process	oxidative DNA demethylation	11	16	16	16	18	8	9	9	9	14
GO:0042101	cellular_component	T cell receptor complex	11	11	9	11	12	8	9	5	9	14
GO:0042819	biological_process	vitamin B6 biosynthetic process	11	15	10	15	17	7	9	7	9	14
GO:0045992	biological_process	negative regulation of embryonic development	11	11	7	11	12	9	9	7	9	14
GO:0046958	biological_process	nonassociative learning	11	12	11	12	13	8	9	6	9	14
GO:0052599	molecular_function	methylputrescine oxidase activity	11	18	13	18	20	4	9	9	9	14
GO:0060444	biological_process	branching involved in mammary gland duct morphogenesis	11	18	16	18	20	8	9	9	9	14
GO:0070820	cellular_component	tertiary granule	11	13	11	13	15	7	9	8	9	14
GO:0072534	cellular_component	perineuronal net	11	14	13	14	16	9	9	4	9	14
GO:1990067	biological_process	intrachromosomal DNA recombination	11	11	6	11	12	9	9	5	9	14
GO:1990939	molecular_function	ATP-dependent microtubule motor activity	11	11	8	11	12	9	9	5	9	14
GO:2001222	biological_process	regulation of neuron migration	11	11	7	11	12	9	9	5	9	14
GO:0003939	molecular_function	L-iditol 2-dehydrogenase activity	10	10	10	10	11	8	9	8	9	14
GO:0007448	biological_process	anterior/posterior pattern specification, imaginal disc	10	17	15	17	19	7	9	9	9	14
GO:0008696	molecular_function	4-amino-4-deoxychorismate lyase activity	10	14	14	14	16	3	9	9	9	14
GO:0015229	molecular_function	L-ascorbic acid transmembrane transporter activity	10	13	12	13	15	8	9	8	9	14
GO:0015691	biological_process	cadmium ion transport	10	10	9	10	11	8	9	7	9	14
GO:0019594	biological_process	mannitol metabolic process	10	10	4	10	11	8	9	3	9	14
GO:0019964	molecular_function	interferon-gamma binding	10	10	7	10	11	9	9	9	9	14
GO:0021551	biological_process	central nervous system morphogenesis	10	10	7	10	11	8	9	9	9	14
GO:0032807	cellular_component	DNA ligase IV complex	10	17	12	17	19	8	9	8	9	14
GO:0060866	biological_process	leaf abscission	10	11	11	11	12	9	9	7	9	14
