	go	ontology	name	genes	transcripts	proteins	total	total_CPM
8816	GO:0032740	biological_process	positive regulation of interleukin-17 production	10	10	8	10	51.55409829
8817	GO:0033148	biological_process	positive regulation of intracellular estrogen receptor signaling pathway	10	11	10	11	56.70950812
8818	GO:0032388	biological_process	positive regulation of intracellular transport	10	10	9	10	51.55409829
8819	GO:0048298	biological_process	positive regulation of isotype switching to IgA isotypes	10	10	7	10	51.55409829
8820	GO:0090309	biological_process	positive regulation of methylation-dependent chromatin silencing	10	11	10	11	56.70950812
8821	GO:2000630	biological_process	positive regulation of miRNA metabolic process	10	10	8	10	51.55409829
8822	GO:0070257	biological_process	positive regulation of mucus secretion	10	10	5	10	51.55409829
8823	GO:2000624	biological_process	positive regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	10	10	7	10	51.55409829
8824	GO:0046824	biological_process	positive regulation of nucleocytoplasmic transport	10	11	9	11	56.70950812
8825	GO:0045778	biological_process	positive regulation of ossification	10	10	9	10	51.55409829
8826	GO:2000277	biological_process	positive regulation of oxidative phosphorylation uncoupler activity	10	11	9	11	56.70950812
8827	GO:2001247	biological_process	positive regulation of phosphatidylcholine biosynthetic process	10	10	9	10	51.55409829
8828	GO:0090073	biological_process	positive regulation of protein homodimerization activity	10	10	10	10	51.55409829
8829	GO:1904591	biological_process	positive regulation of protein import	10	10	8	10	51.55409829
8830	GO:0031401	biological_process	positive regulation of protein modification process	10	10	8	10	51.55409829
8831	GO:0032230	biological_process	positive regulation of synaptic transmission, GABAergic	10	10	8	10	51.55409829
8832	GO:2000679	biological_process	positive regulation of transcription regulatory region DNA binding	10	11	8	11	56.70950812
8833	GO:2000397	biological_process	positive regulation of ubiquitin-dependent endocytosis	10	13	12	13	67.02032778
8834	GO:0044090	biological_process	positive regulation of vacuole organization	10	10	4	10	51.55409829
8835	GO:0040026	biological_process	positive regulation of vulval development	10	10	10	10	51.55409829
8836	GO:0032195	cellular_component	post-lysosomal vacuole	10	10	5	10	51.55409829
8837	GO:0098974	biological_process	postsynaptic actin cytoskeleton organization	10	11	8	11	56.70950812
8838	GO:0098944	cellular_component	postsynaptic recycling endosome membrane	10	12	10	12	61.86491795
8839	GO:0099190	biological_process	postsynaptic spectrin-associated cytoskeleton organization	10	12	12	12	61.86491795
8840	GO:0030684	cellular_component	preribosome	10	10	8	10	51.55409829
8841	GO:0007428	biological_process	primary branching, open tracheal system	10	11	8	11	56.70950812
8842	GO:0044238	biological_process	primary metabolic process	10	10	3	10	51.55409829
8843	GO:0035611	biological_process	protein branching point deglutamylation	10	10	9	10	51.55409829
8844	GO:0035608	biological_process	protein deglutamylation	10	10	9	10	51.55409829
8845	GO:0072697	biological_process	protein localization to cell cortex	10	12	12	12	61.86491795
8846	GO:1990778	biological_process	protein localization to cell periphery	10	10	6	10	51.55409829
8847	GO:1905345	biological_process	protein localization to cleavage furrow	10	10	7	10	51.55409829
8848	GO:1901044	biological_process	protein polyubiquitination involved in nucleus-associated proteasomal ubiquitin-dependent protein catabolic process	10	11	10	11	56.70950812
8849	GO:1903445	biological_process	protein transport from ciliary membrane to plasma membrane	10	11	6	11	56.70950812
8850	GO:0070736	molecular_function	protein-glycine ligase activity, initiating	10	11	9	11	56.70950812
8851	GO:0045259	cellular_component	proton-transporting ATP synthase complex	10	12	8	12	61.86491795
8852	GO:0004730	molecular_function	pseudouridylate synthase activity	10	11	7	11	56.70950812
8853	GO:0035209	biological_process	pupal development	10	10	7	10	51.55409829
8854	GO:0006195	biological_process	purine nucleotide catabolic process	10	11	11	11	56.70950812
8855	GO:0021860	biological_process	pyramidal neuron development	10	12	7	12	61.86491795
8856	GO:0004738	molecular_function	pyruvate dehydrogenase activity	10	10	6	10	51.55409829
8857	GO:0008986	molecular_function	pyruvate, water dikinase activity	10	12	9	12	61.86491795
8858	GO:0019630	biological_process	quinate metabolic process	10	11	8	11	56.70950812
8859	GO:0008987	molecular_function	quinolinate synthetase A activity	10	10	8	10	51.55409829
8860	GO:0016857	molecular_function	racemase and epimerase activity, acting on carbohydrates and derivatives	10	10	9	10	51.55409829
8861	GO:0060816	biological_process	random inactivation of X chromosome	10	11	5	11	56.70950812
8862	GO:0033553	cellular_component	rDNA heterochromatin	10	10	6	10	51.55409829
8863	GO:2001057	biological_process	reactive nitrogen species metabolic process	10	10	7	10	51.55409829
8864	GO:0032970	biological_process	regulation of actin filament-based process	10	10	7	10	51.55409829
8865	GO:0031991	biological_process	regulation of actomyosin contractile ring contraction	10	10	7	10	51.55409829
8866	GO:0044070	biological_process	regulation of anion transport	10	10	4	10	51.55409829
8867	GO:0051988	biological_process	regulation of attachment of spindle microtubules to kinetochore	10	10	5	10	51.55409829
8868	GO:0060378	biological_process	regulation of brood size	10	11	7	11	56.70950812
8869	GO:0017158	biological_process	regulation of calcium ion-dependent exocytosis	10	10	9	10	51.55409829
8870	GO:0010649	biological_process	regulation of cell communication by electrical coupling	10	11	9	11	56.70950812
8871	GO:1902275	biological_process	regulation of chromatin organization	10	17	17	17	87.6419671
8872	GO:1904959	biological_process	regulation of cytochrome-c oxidase activity	10	10	6	10	51.55409829
8873	GO:0061001	biological_process	regulation of dendritic spine morphogenesis	10	10	8	10	51.55409829
8874	GO:0040034	biological_process	regulation of development, heterochronic	10	11	9	11	56.70950812
8875	GO:0051101	biological_process	regulation of DNA binding	10	11	8	11	56.70950812
8876	GO:0097752	biological_process	regulation of DNA stability	10	10	7	10	51.55409829
8877	GO:0010794	biological_process	regulation of dolichol biosynthetic process	10	11	11	11	56.70950812
8878	GO:0014059	biological_process	regulation of dopamine secretion	10	10	9	10	51.55409829
8879	GO:1900095	biological_process	regulation of dosage compensation by inactivation of X chromosome	10	11	5	11	56.70950812
8880	GO:0032443	biological_process	regulation of ergosterol biosynthetic process	10	11	11	11	56.70950812
8881	GO:0010762	biological_process	regulation of fibroblast migration	10	10	9	10	51.55409829
8882	GO:0035065	biological_process	regulation of histone acetylation	10	11	9	11	56.70950812
8883	GO:0031384	biological_process	regulation of initiation of mating projection growth	10	11	11	11	56.70950812
8884	GO:1902531	biological_process	regulation of intracellular signal transduction	10	10	7	10	51.55409829
8885	GO:1901979	biological_process	regulation of inward rectifier potassium channel activity	10	10	5	10	51.55409829
8886	GO:0031664	biological_process	regulation of lipopolysaccharide-mediated signaling pathway	10	10	8	10	51.55409829
8887	GO:0060306	biological_process	regulation of membrane repolarization	10	11	11	11	56.70950812
8888	GO:0046902	biological_process	regulation of mitochondrial membrane permeability	10	11	6	11	56.70950812
8889	GO:1905812	biological_process	regulation of motor neuron axon guidance	10	10	4	10	51.55409829
8890	GO:0098696	biological_process	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	10	10	7	10	51.55409829
8891	GO:1902115	biological_process	regulation of organelle assembly	10	10	8	10	51.55409829
8892	GO:0030278	biological_process	regulation of ossification	10	10	7	10	51.55409829
8893	GO:0019220	biological_process	regulation of phosphate metabolic process	10	11	11	11	56.70950812
8894	GO:2001009	biological_process	regulation of plant-type cell wall cellulose biosynthetic process	10	12	11	12	61.86491795
8895	GO:0060075	biological_process	regulation of resting membrane potential	10	12	11	12	61.86491795
8896	GO:2000203	biological_process	regulation of ribosomal large subunit export from nucleus	10	11	11	11	56.70950812
8897	GO:1904872	biological_process	regulation of telomerase RNA localization to Cajal body	10	11	10	11	56.70950812
8898	GO:2000238	biological_process	regulation of tRNA export from nucleus	10	11	11	11	56.70950812
8899	GO:2000235	biological_process	regulation of tRNA processing	10	11	11	11	56.70950812
8900	GO:1904666	biological_process	regulation of ubiquitin protein ligase activity	10	10	8	10	51.55409829
8901	GO:1904612	biological_process	response to 2,3,7,8-tetrachlorodibenzodioxine	10	10	10	10	51.55409829
8902	GO:1990776	biological_process	response to angiotensin	10	10	10	10	51.55409829
8903	GO:0002021	biological_process	response to dietary excess	10	11	9	11	56.70950812
8904	GO:0009642	biological_process	response to light intensity	10	11	5	11	56.70950812
8905	GO:0034286	biological_process	response to maltose	10	12	11	12	61.86491795
8906	GO:0080183	biological_process	response to photooxidative stress	10	10	8	10	51.55409829
8907	GO:1904647	biological_process	response to rotenone	10	10	6	10	51.55409829
8908	GO:0009608	biological_process	response to symbiont	10	11	7	11	56.70950812
8909	GO:0032217	molecular_function	riboflavin transmembrane transporter activity	10	11	11	11	56.70950812
8910	GO:0009259	biological_process	ribonucleotide metabolic process	10	23	12	23	118.5744261
8911	GO:0019693	biological_process	ribose phosphate metabolic process	10	13	13	13	67.02032778
8912	GO:0061632	molecular_function	RNA lariat debranching enzyme activator activity	10	10	10	10	51.55409829
8913	GO:0001164	molecular_function	RNA polymerase I CORE element sequence-specific DNA binding	10	10	6	10	51.55409829
8914	GO:0006278	biological_process	RNA-dependent DNA biosynthetic process	10	10	7	10	51.55409829
8915	GO:0010449	biological_process	root meristem growth	10	10	6	10	51.55409829
8916	GO:0050270	molecular_function	S-adenosylhomocysteine deaminase activity	10	10	9	10	51.55409829
8917	GO:1901053	biological_process	sarcosine catabolic process	10	12	9	12	61.86491795
8918	GO:0008480	molecular_function	sarcosine dehydrogenase activity	10	12	9	12	61.86491795
8919	GO:0032252	biological_process	secretory granule localization	10	10	5	10	51.55409829
8920	GO:0033797	molecular_function	selenate reductase activity	10	11	8	11	56.70950812
8921	GO:0007600	biological_process	sensory perception	10	17	17	17	87.6419671
8922	GO:0031105	cellular_component	septin complex	10	10	9	10	51.55409829
8923	GO:0009002	molecular_function	serine-type D-Ala-D-Ala carboxypeptidase activity	10	13	12	13	67.02032778
8924	GO:0043589	biological_process	skin morphogenesis	10	11	11	11	56.70950812
8925	GO:0034462	biological_process	small-subunit processome assembly	10	10	7	10	51.55409829
8926	GO:0017080	molecular_function	sodium channel regulator activity	10	10	7	10	51.55409829
8927	GO:0044214	cellular_component	spanning component of plasma membrane	10	11	10	11	56.70950812
8928	GO:0042581	cellular_component	specific granule	10	13	11	13	67.02032778
8929	GO:0048867	biological_process	stem cell fate determination	10	10	6	10	51.55409829
8930	GO:0008398	molecular_function	sterol 14-demethylase activity	10	16	15	16	82.48655727
8931	GO:0009918	molecular_function	sterol delta7 reductase activity	10	12	12	12	61.86491795
8932	GO:0043149	biological_process	stress fiber assembly	10	11	10	11	56.70950812
8933	GO:0006929	biological_process	substrate-dependent cell migration	10	10	10	10	51.55409829
8934	GO:0016157	molecular_function	sucrose synthase activity	10	10	4	10	51.55409829
8935	GO:0008506	molecular_function	sucrose:proton symporter activity	10	20	18	20	103.1081966
8936	GO:0061665	molecular_function	SUMO ligase activity	10	14	12	14	72.17573761
8937	GO:0010098	biological_process	suspensor development	10	10	7	10	51.55409829
8938	GO:0090656	biological_process	t-circle formation	10	10	4	10	51.55409829
8939	GO:0019530	biological_process	taurine metabolic process	10	10	8	10	51.55409829
8940	GO:0030878	biological_process	thyroid gland development	10	10	6	10	51.55409829
8941	GO:0004800	molecular_function	thyroxine 5-deiodinase activity	10	10	6	10	51.55409829
1983	GO:0019199	molecular_function	transmembrane receptor protein kinase activity	10	10	7	10	51.55409829
1984	GO:0002935	molecular_function	tRNA (adenine-C2-)-methyltransferase activity	10	11	8	11	56.70950812
1985	GO:0001680	biological_process	tRNA 3-terminal CCA addition	10	12	8	12	61.86491795
8948	GO:0004810	molecular_function	tRNA adenylyltransferase activity	10	12	8	12	61.86491795
8949	GO:0008193	molecular_function	tRNA guanylyltransferase activity	10	12	8	12	61.86491795
8950	GO:0019799	molecular_function	tubulin N-acetyltransferase activity	10	10	8	10	51.55409829
8951	GO:0007260	biological_process	tyrosine phosphorylation of STAT protein	10	10	5	10	51.55409829
8952	GO:0071021	cellular_component	U2-type post-spliceosomal complex	10	13	12	13	67.02032778
8953	GO:0006223	biological_process	uracil salvage	10	12	8	12	61.86491795
8954	GO:0015747	biological_process	urate transport	10	15	14	15	77.33114744
8955	GO:0033151	biological_process	V(D)J recombination	10	10	5	10	51.55409829
8956	GO:0061042	biological_process	vascular wound healing	10	10	10	10	51.55409829
8957	GO:0055015	biological_process	ventricular cardiac muscle cell development	10	10	5	10	51.55409829
8958	GO:0042373	biological_process	vitamin K metabolic process	10	10	10	10	51.55409829
